"","occurrence_no","phylum","class","order","family","genus","taxon_environment","environment_basis","motility","motility_basis","life_habit","life_habit_basis","diet","diet_basis","ref_author","ref_pubyr"
"14934",1536131,"Mollusca","Gastropoda","Neogastropoda","Perissityidae","Forsia","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14935",1536132,"Mollusca","Gastropoda","Neogastropoda","Perissityidae","Forsia","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14936",1536133,"Mollusca","Gastropoda","Neogastropoda","Perissityidae","Forsia","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14937",1536134,"Mollusca","Gastropoda","Neogastropoda","Perissityidae","Forsia","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14938",1536135,"Mollusca","Gastropoda","Neogastropoda","Perissityidae","Forsia","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14939",1536136,"Mollusca","Gastropoda","Neogastropoda","Perissityidae","Nekewis","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14940",1536141,"Mollusca","Gastropoda","Neogastropoda","Perissityidae","Christitys","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14941",1536142,"Mollusca","Gastropoda","Neogastropoda","Perissityidae","Zinsitys","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14942",1536143,"Mollusca","Gastropoda","Neogastropoda","Perissityidae","Zinsitys","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14943",1536145,"Mollusca","Gastropoda","Neogastropoda","Perissityidae","Zinsitys","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14944",1536147,"Mollusca","Gastropoda","Neogastropoda","Perissityidae","Forsia","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14945",1536151,"Mollusca","Gastropoda","Neogastropoda","Pyropsidae","Pyropsis","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14946",1536152,"Mollusca","Gastropoda","Neogastropoda","Pyropsidae","Pyropsis","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14947",1536164,"Mollusca","Gastropoda","Sorbeoconcha","Vitrinellidae","Adeorbis","","","actively mobile","Gastropoda","epifaunal","Gastropoda","","","Nelson 1925",1925
"14948",1536168,"Mollusca","Gastropoda","Neogastropoda","Pyropsidae","Pyropsis","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Saul 1988",1988
"14949",1536238,"Mollusca","Bivalvia","Pholadida","Pleuromyidae","Pleuromya","","","facultatively mobile","Bivalvia","infaunal","Bivalvia","suspension feeder","Bivalvia","Anderson 1938",1938
"14950",1536645,"Mollusca","Scaphopoda","Gadilida","Gadilidae","Cadulus (Platyschides)","","","slow-moving","Gadilida","shallow infaunal","Gadilida","deposit feeder","Gadilida","Dickerson 1916",1916
"14951",1536646,"Mollusca","Scaphopoda","Dentaliida","Dentaliidae","Dentalium","","","slow-moving","Dentaliida","semi-infaunal","Dentaliida","deposit feeder","Dentaliida","Dickerson 1916",1916
"14952",1536672,"Mollusca","Bivalvia","NO_ORDER_SPECIFIED","Aviculidae","Avicula","","","facultatively mobile","Bivalvia","infaunal","Bivalvia","suspension feeder","Bivalvia","Dickerson 1916",1916
"14953",1536692,"Mollusca","Scaphopoda","Dentaliida","Dentaliidae","Dentalium","","","slow-moving","Dentaliida","semi-infaunal","Dentaliida","deposit feeder","Dentaliida","Dickerson 1916",1916
"14954",1536707,"Mollusca","Gastropoda","Neogastropoda","Ptychatractidae","Exilia","","","actively mobile","Neogastropoda","epifaunal","Neogastropoda","carnivore","Neogastropoda","Dickerson 1916",1916
"14955",1536752,"Mollusca","Scaphopoda","Gadilida","Gadilidae","Cadulus (Platyschides)","","","slow-moving","Gadilida","shallow infaunal","Gadilida","deposit feeder","Gadilida","Dickerson 1916",1916
"14956",1536949,"Mollusca","Cephalopoda","Belemnitida","Belemnitellidae","Praeactinocamax","marine","Cephalopoda","fast-moving","Cephalopoda","nektonic","Belemnitida","carnivore","Cephalopoda","Košták and Wiese 2008",2008
"14957",1538092,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phyllopachyceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Anderson 1938",1938
"14958",1538107,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phyllopachyceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy and Rodda 2006",2006
"14959",1539183,"Mollusca","Bivalvia","Pholadida","Pleuromyidae","Pleuromya","","","facultatively mobile","Bivalvia","infaunal","Bivalvia","suspension feeder","Bivalvia","Murphy 1956",1956
"14960",1539184,"Mollusca","Bivalvia","Pholadida","Pleuromyidae","Pleuromya","","","facultatively mobile","Bivalvia","infaunal","Bivalvia","suspension feeder","Bivalvia","Murphy 1956",1956
"14961",1539191,"Mollusca","Cephalopoda","Belemnitida","Belemnitidae","Acroteuthis","marine","Cephalopoda","fast-moving","Cephalopoda","nektonic","Belemnitida","carnivore","Cephalopoda","Murphy 1956",1956
"14962",1539192,"Mollusca","Cephalopoda","Ammonoidea","Megacrioceratidae","Shasticrioceras","marine","Cephalopoda","fast-moving","Ammonoidea","nektonic","Ammonoidea","carnivore","Ammonoidea","Murphy 1956",1956
"14963",1539194,"Mollusca","Bivalvia","Pholadida","Pleuromyidae","Pleuromya","","","facultatively mobile","Bivalvia","infaunal","Bivalvia","suspension feeder","Bivalvia","Murphy 1956",1956
"14964",1539232,"Mollusca","Cephalopoda","Belemnitida","Belemnitidae","Acroteuthis","marine","Cephalopoda","fast-moving","Cephalopoda","nektonic","Belemnitida","carnivore","Cephalopoda","Murphy 1956",1956
"14965",1539233,"Mollusca","Cephalopoda","Ammonoidea","Megacrioceratidae","Shasticrioceras","marine","Cephalopoda","fast-moving","Ammonoidea","nektonic","Ammonoidea","carnivore","Ammonoidea","Murphy 1975",1975
"14966",1539235,"Mollusca","Cephalopoda","Ammonoidea","Megacrioceratidae","Shasticrioceras","marine","Cephalopoda","fast-moving","Ammonoidea","nektonic","Ammonoidea","carnivore","Ammonoidea","Murphy 1975",1975
"14967",1539236,"Mollusca","Cephalopoda","Belemnitida","Belemnitidae","Acroteuthis","marine","Cephalopoda","fast-moving","Cephalopoda","nektonic","Belemnitida","carnivore","Cephalopoda","Murphy 1956",1956
"14968",1539243,"Mollusca","Cephalopoda","Ammonoidea","Megacrioceratidae","Shasticrioceras","marine","Cephalopoda","fast-moving","Ammonoidea","nektonic","Ammonoidea","carnivore","Ammonoidea","Murphy 1956",1956
"14969",1539245,"Mollusca","Cephalopoda","Ammonoidea","Megacrioceratidae","Shasticrioceras","marine","Cephalopoda","fast-moving","Ammonoidea","nektonic","Ammonoidea","carnivore","Ammonoidea","Murphy 1956",1956
"14970",1539246,"Mollusca","Cephalopoda","Belemnitida","Belemnitidae","Acroteuthis","marine","Cephalopoda","fast-moving","Cephalopoda","nektonic","Belemnitida","carnivore","Cephalopoda","Murphy 1956",1956
"14971",1539249,"Mollusca","Cephalopoda","Ammonoidea","Megacrioceratidae","Shasticrioceras","marine","Cephalopoda","fast-moving","Ammonoidea","nektonic","Ammonoidea","carnivore","Ammonoidea","Murphy 1956",1956
"14972",1539251,"Mollusca","Cephalopoda","Ammonoidea","Megacrioceratidae","Shasticrioceras","marine","Cephalopoda","fast-moving","Ammonoidea","nektonic","Ammonoidea","carnivore","Ammonoidea","Murphy 1956",1956
"14973",1539252,"Mollusca","Cephalopoda","Belemnitida","Belemnitidae","Acroteuthis","marine","Cephalopoda","fast-moving","Cephalopoda","nektonic","Belemnitida","carnivore","Cephalopoda","Murphy 1956",1956
"14974",1539254,"Mollusca","Cephalopoda","Ammonoidea","Megacrioceratidae","Shasticrioceras","marine","Cephalopoda","fast-moving","Ammonoidea","nektonic","Ammonoidea","carnivore","Ammonoidea","Murphy 1956",1956
"14975",1539262,"Mollusca","Cephalopoda","Belemnitida","Belemnitidae","Acroteuthis","marine","Cephalopoda","fast-moving","Cephalopoda","nektonic","Belemnitida","carnivore","Cephalopoda","Murphy 1956",1956
"14976",1539265,"Mollusca","Cephalopoda","Belemnitida","Belemnitidae","Acroteuthis","marine","Cephalopoda","fast-moving","Cephalopoda","nektonic","Belemnitida","carnivore","Cephalopoda","Murphy 1956",1956
"14977",1539270,"Mollusca","Cephalopoda","Belemnitida","Belemnitidae","Acroteuthis","marine","Cephalopoda","fast-moving","Cephalopoda","nektonic","Belemnitida","carnivore","Cephalopoda","Murphy 1956",1956
"14978",1539281,"Mollusca","Cephalopoda","Belemnitida","Belemnitidae","Acroteuthis","marine","Cephalopoda","fast-moving","Cephalopoda","nektonic","Belemnitida","carnivore","Cephalopoda","Murphy 1956",1956
"14979",1539282,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phylloceras (Hypophylloceras)","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14980",1539285,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phylloceras (Hypophylloceras)","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14981",1539294,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phylloceras (Hypophylloceras)","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14982",1539297,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phylloceras (Hypophylloceras)","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14983",1539308,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phylloceras (Hypophylloceras)","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14984",1539313,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phylloceras (Hypophylloceras)","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14985",1539332,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phylloceras (Hypophylloceras)","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14986",1539338,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phyllopachyceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14987",1539340,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Euphylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14988",1539347,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Holcophylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14989",1539352,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Holcophylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14990",1539356,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Holcophylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14991",1539358,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Holcophylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14992",1539362,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Holcophylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14993",1539365,"Mollusca","Cephalopoda","Ammonoidea","Hamulinidae","Hamulina","marine","Cephalopoda","fast-moving","Ammonoidea","nektonic","Ammonoidea","carnivore","Ammonoidea","Murphy 1956",1956
"14994",1539369,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Euphylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14995",1539382,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Holcophylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14996",1539400,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Euphylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14997",1539405,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Euphylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14998",1539407,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Euphylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"14999",1539414,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Euphylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"15000",1539424,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phyllopachyceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"15001",1539429,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Euphylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"15002",1539455,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Euphylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"15003",1539456,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phyllopachyceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"15004",1539463,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phyllopachyceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"15005",1539468,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phyllopachyceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Murphy 1956",1956
"15006",1539751,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phylloceras (Hypophylloceras)","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Khiami and Murphy 1988",1988
"15007",1539752,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Holcophylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Khiami and Murphy 1988",1988
"15008",1539754,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Holcophylloceras","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Anderson 1938",1938
"15009",1539760,"Mollusca","Cephalopoda","Ammonoidea","Hamulinidae","Hamulina","marine","Cephalopoda","fast-moving","Ammonoidea","nektonic","Ammonoidea","carnivore","Ammonoidea","Anderson 1938",1938
"15010",1540068,"Mollusca","Cephalopoda","Ammonoidea","NO_FAMILY_SPECIFIED","Spinaptychus","marine","Cephalopoda","fast-moving","Ammonoidea","nektonic","Ammonoidea","carnivore","Ammonoidea","Twining 1956",1956
"15011",1540069,"Mollusca","Cephalopoda","Ammonoidea","NO_FAMILY_SPECIFIED","Spinaptychus","marine","Cephalopoda","fast-moving","Ammonoidea","nektonic","Ammonoidea","carnivore","Ammonoidea","Twining 1956",1956
"15012",1540070,"Mollusca","Cephalopoda","Ammonoidea","NO_FAMILY_SPECIFIED","Spinaptychus","marine","Cephalopoda","fast-moving","Ammonoidea","nektonic","Ammonoidea","carnivore","Ammonoidea","Twining 1956",1956
"15013",1542856,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phylloceras (Goretophylloceras)","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Kennedy 2020",2020
"15014",1542857,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phylloceras (Hypophylloceras)","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Kennedy 2020",2020
"15015",1543472,"Mollusca","Cephalopoda","Phylloceratida","Phylloceratidae","Phylloceras (Hypophylloceras)","marine","Cephalopoda","actively mobile","Phylloceratida","nektonic","Phylloceratida","carnivore","Phylloceratida","Gale et al. 2019",2019
