,occurrence_no,early_interval,late_interval,max_ma,max_ma_error,max_ma_method,min_ma,min_ma_error,min_ma_method,direct_ma_value,direct_ma_error,direct_ma_method,formation,member,spatial_resolution,collection_dates,ref_author,ref_pubyr,Late_Age,Early_Age,min_Ma,max_Ma,Ref
97782,814520,Lutetian,,48.07,NA,,41.03,NA,,NA,NA,,Quimbriz,,,,Caster 1938,1938,,,,,
97789,814527,Eocene,,56,NA,,33.9,NA,,NA,NA,,Quifangondo,,,,Caster 1938,1938,,,,,
98071,817343,Ypresian,,56,NA,,48.07,NA,,NA,NA,,Sabinetown Bluff,,,,Sessa et al. 2012,2012,,,,,
98371,820233,Danian,,66,NA,,61.66,NA,,NA,NA,,Cannonball,,,1961,Feldmann and Holland 1971,1971,,,,,
98421,822158,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Saratoga,,,1961,Shaw 1967,1967,,,,,
98423,822180,Early Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Brownstown,,,1961,Shaw 1967,1967,,,,,
98424,822285,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Bilá,,,,Zitt et al. 2006,2006,,,,,
98439,822313,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Peruc-Korycany,Korycany,,,Zitt et al. 2006,2006,,,,,
98471,822799,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Bridgeboro Limestone,,parautochthonous,,Manker and Carter 1987,1987,,,,,
98497,823364,Early Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Belfast Mudstone,,,,Stilwell and Gallagher 2009,2009,,,,,
98509,823553,Late Albian,Early Cenomanian,106.3,NA,,93.9,NA,,NA,NA,,Beauvoir,,,,Olivero and Malumían 2008,2008,,,,,
98513,823558,Turonian,Coniacian,93.9,NA,,85.7,NA,,NA,NA,,Buen Suceso,,,,Olivero and Malumían 2008,2008,,,,,
98719,827064,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Calcare di Scagliera,,,,Smith 1973,1973,,,,,
99030,828497,Hauterivian,Barremian,132.6,NA,,121.4,NA,,NA,NA,,Hijochi,,,,Kase 1984,1984,,,,,
99035,828520,Hauterivian,Barremian,132.6,NA,,121.4,NA,,NA,NA,,Yokonuma,,,,Kase 1984,1984,,,,,
99040,828639,Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Kimigahama,,,,Kase 1984,1984,,,,,
99066,828883,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Corral de Enmedio,,,1990–1992,Lucas et al. 1995,1995,,,,,
99072,829497,Late Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Hortezuelos,,,,Gil et al. 2009,2009,,,,,
99079,829788,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Söhlde,,,,Wiese et al. 2009,2009,,,,,
99113,832475,Early Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Río Belgrano,,,,Kellner et al. 2003,2003,,,,,
99114,832480,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Lohan Cura,Cullín Grande,,1997-2004,Martinelli et al. 2007,2007,,,,,
99133,832771,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Pudovkino,,parautochthonous,,Averianov et al. 2005,2005,,,,,
99136,833166,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Barnwell Sand,,,1907,Cooke 1936,1936,,,,,
99184,833252,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Cevicos,,,,Vokes and Vokes 1968,1968,,,,,
99185,833261,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Ciboa Marl,,,,Vokes and Vokes 1968,1968,,,,,
99186,833271,Late Paleocene,,59.24,NA,,56,NA,,NA,NA,,Black Mingo,,,,Cooke 1936,1936,,,,,
99215,833325,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,McBean,,,1916,Cooke 1936,1936,,,,,
99379,833979,Lutetian,,48.07,NA,,41.03,NA,,NA,NA,,Wautubbee,,,,Gertman 1969,1969,,,,,
99384,833996,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Silverdale,,,,Gertman 1969,1969,,,,,
99386,834062,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Mint Springs,,,,Gertman 1969,1969,,,,,
99387,834063,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Byram Marl,,,,Gertman 1969,1969,,,,,
99407,834272,Late Aptian,,119.57,NA,,113.2,NA,,NA,NA,,Kamiji,,,,Iba 2009,2009,,,,,
99418,834651,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Meson,,,,Vokes 1972,1972,,,,,
99425,835673,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Los Hidalgos,,,,Vokes 1983,1983,,,,,
99503,837918,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Panama,,,,Woodring 1982,1982,,,,,
99511,841856,Early Oligocene,,33.9,NA,,27.3,NA,,NA,NA,,Cipero Marl,,,,Stainforth 1948,1948,,,,,
99519,841864,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Morne Diablo Limestone,,,,Stainforth 1948,1948,,,,,
99526,842207,Late Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Tesin-Hradiste,,,,Vasicek and Skupien 2002,2002,,,,,
99531,842610,Ypresian,,56,NA,,48.07,NA,,NA,NA,,Marnes de Foncouverte,,,,Doncieux 1911,1911,,,,,
99577,843443,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,San Sebastian,,,,Woodring 1959,1959,,,,,
99582,843450,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Santiago,,,,Woodring 1957,1957,,,,,
99584,843452,Late Oligocene,,27.3,NA,,23.04,NA,,NA,NA,,Tabera,,,,Woodring 1959,1959,,,,,
99597,843658,Eocene,,56,NA,,33.9,NA,,NA,NA,,Carnoas Shale,,,1914,Hanna and Israelsky 1925,1925,,,,,
99613,845218,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Gosport,,,,Blake 1950,1950,,,,,
99737,851460,Ypresian,,56,NA,,48.07,NA,,NA,NA,,Marnes de Gan,,,,Merle 2000,2000,,,,,
99741,852024,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Logbadjeck,,,,Ntamak-Nida et al. 2006,2006,,,,,
99950,863890,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Alzey,,,,Schindler et al. 2009,2009,,,,,
100040,869652,Late Berriasian,,139.1,NA,,137.05,NA,,NA,NA,,Durlston,Stair Hole,autochthonous,1936-1939,Wright et al. 1997,1997,,,,,
100048,869755,Middle Eocene,,48.07,NA,,37.71,NA,,NA,NA,,Richmond,,,,Woodring 1959,1959,,,,,
100055,871868,Early Cretaceous,,143.1,NA,,100.5,NA,,NA,NA,,Gokwe,Calcareous,,1966,Bond and Bromley 1970,1970,,,,,
100065,872491,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Sînpetru,,,1901–1902,Nopcsa 1923,1923,,,,,
100211,880100,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,Daba'a,,,,van Vliet and el Khair 2010,2010,,,,,
100212,880114,Late Cretaceous,,100.5,NA,,66,NA,,NA,NA,,Honglishan,,,,Shen and Mateer 1992,1992,,,,,
100213,880490,Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Yuruma,,,,Bürgl 1960,1960,,,,,
100268,882792,Late Albian,Early Cenomanian,106.3,0.59,Ar/Ar,93.9,0.7,Ar/Ar,NA,NA,,Thermopolis Shale,Shell Creek,parautochthonous,1993,Druckenmiller 2002,2002,,,,,
100287,884114,Ypresian,,56,NA,,48.07,NA,,NA,NA,,Yoncali,,,,Okan and Hosgor 2009,2009,,,,,
100315,884672,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Temazcal Limestone,,,,Pons et al. 2010,2010,,,,,
100747,886969,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Tuna Canyon,,,1983,Groves and Alderson 2008,2008,,,,,
101054,887282,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Upper Lisbon,Archusa Marl,,,Palmer and Brann 1965,1965,,,,,
101135,887370,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Ambarimaninga,,,,Besairie and Collignon 1972,1972,,,,,
101444,887800,Bartonian,Rupelian,41.03,NA,,27.3,NA,,NA,NA,,Moodys Branch or Red Bluff,,,,Palmer and Brann 1965,1965,,,,,
101578,887975,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Yazoo or Moodys Branch,,,,Palmer and Brann 1965,1965,,,,,
101739,888138,Ypresian,Bartonian,56,NA,,37.71,NA,,NA,NA,,Hatchetigbee Bluff or Gosport Sand,Bashi (Hatchetigbee Bluff only),,,Palmer and Brann 1965,1965,,,,,
103016,890173,Late Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,La Cabaña,,parautochthonous,,Vullo et al. 2009,2009,,,,,
103109,890391,Selandian,Thanetian,61.66,NA,,56,NA,,NA,NA,,Nanafalia or Tuscahoma,,,,Palmer and Brann 1965,1965,,,,,
103253,890895,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Barnwell,,,,Palmer and Brann 1966,1966,,,,,
103401,891269,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,Tivola,,,,Palmer and Brann 1965,1965,,,,,
103800,891685,Lutetian,,48.07,NA,,41.03,NA,,NA,NA,,Queen City,,,,Palmer and Brann 1965,1965,,,,,
103854,891742,Thanetian,,59.24,NA,,56,NA,,NA,NA,,Pendleton Ferry,,,,Palmer and Brann 1965,1965,,,,,
104072,891990,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Jandaíra,,,,de Castro Manso 2006,2006,,,,,
104377,892420,Lutetian,,48.07,NA,,41.03,NA,,NA,NA,,Cane River,,,,Palmer and Brann 1965,1965,,,,,
104378,892421,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Avon Park Limestone,,,,Palmer and Brann 1965,1965,,,,,
104483,892664,Thanetian,,59.24,NA,,56,NA,,NA,NA,,Marthaville,,,,Palmer and Brann 1965,1965,,,,,
104490,892681,Danian,Selandian,66,NA,,59.24,NA,,NA,NA,,Halls Summit,,,,Palmer and Brann 1965,1965,,,,,
104503,892694,Selandian,Thanetian,61.66,NA,,56,NA,,NA,NA,,Nanafalia or Pendleton Ferry,,,,Palmer and Brann 1965,1965,,,,,
105068,893469,Bartonian,Priabonian,41.03,NA,,33.9,NA,,NA,NA,,Moodys Branch or Yazoo,,,,Palmer and Brann 1965,1965,,,,,
105074,893475,Bartonian,Priabonian,41.03,NA,,33.9,NA,,NA,NA,,White Bluff,,,,Palmer and Brann 1966,1966,,,,,
105158,893633,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Trent,,,,Palmer and Brann 1965,1965,,,,,
105249,893725,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Castle Hayne and Santee Limestone,,,,Palmer and Brann 1965,1965,,,,,
105438,893950,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Cooper marl,,,,Palmer and Brann 1965,1965,,,,,
105848,894623,Danian,,66,NA,,61.66,NA,,NA,NA,,Manantial,,,1944-45 and 1976,Etayo Serna 1979,1979,,,,,
106004,895040,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,Ocala limestone,,,,Palmer and Brann 1965,1965,,,,,
106008,895044,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,Crystal River,,,,Palmer and Brann 1965,1965,,,,,
106024,895060,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,Bumpnose,,,,Palmer and Brann 1965,1965,,,,,
106072,895111,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Avon Park limestone,,,,Palmer and Brann 1965,1965,,,,,
106102,895141,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Cook Mountain and Avon Park Limestone,,,,Palmer and Brann 1965,1965,,,,,
106238,895819,Thanetian,Ypresian,59.24,NA,,48.07,NA,,NA,NA,,Kirkkavak,,,,Okan and Hosgor 2008,2008,,,,,
106248,895829,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Gibralter limestone,,,,Palmer and Brann 1965,1965,,,,,
106252,895833,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,Lerado,,,,Palmer and Brann 1965,1965,,,,,
106257,895839,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Hasler,,,,McLearn 1944,1944,,,,,
106262,896049,Paleocene,,66,NA,,56,NA,,NA,NA,,Cerro Dorotea,,,,del Rio 2002,2002,,,,,
106335,897250,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Lakhish,Ramla,,,Avnimelech 1947,1947,,,,,
106366,897796,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Pierre,,,1903,Loomis 1904,1904,,,,,
106370,898212,Late Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Mount Peace,Clifton Limestone,,,Donovan et al. 2006,2006,,,,,
106376,898221,Late Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Harvey River,,,,Donovan et al. 2006,2006,,,,,
106378,898224,Late Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Inoceramus Shales,,,,Mitchell 2009,2009,,,,,
106415,899230,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Arimao,Las Moscas,,,Rojas et al. 1995,1995,,,,,
106418,899234,Late Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Cody Shale,,,,Walaszczyk and Cobban 2006,2006,,,,,
106435,899271,Late Coniacian,,89.8,NA,,85.7,NA,,NA,NA,,Dalton Sandstone,,,,Walaszczyk and Cobban 2006,2006,,,,,
106436,899272,Late Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Telegraph Creek,,,,Walaszczyk and Cobban 2006,2006,,,,,
106452,899288,Early Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Eagle Sandstone,,,,Walaszczyk and Cobban 2006,2006,,,,,
106461,899297,Late Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Virgelle Sandstone,,,,Walaszczyk and Cobban 2006,2006,,,,,
106465,899508,Late Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Straight Cliffs,John Henry,,1966,Walaszczyk and Cobban 2006,2006,,,,,
106482,899562,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Peters Hill Limestone,,,,Chubb 1971,1971,,,,,
106635,902251,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Mendez Shale,,,,Adkins 1930,1930,,,,,
106640,902271,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Pachuta Marl,,,,Dockery 1980,1980,,,,,
106657,902457,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Mint Srpring,,,,Dockery 1980,1980,,,,,
107332,903542,Lutetian,,48.07,NA,,41.03,NA,,NA,NA,,Winona,,,,Dockery 1980,1980,,,,,
107453,903701,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Glendon,,,,Dockery 1980,1980,,,,,
107454,903705,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Conway,,parautochthonous,"1869, 1871",Hector 1874,1874,,,,,
107668,903965,Haumurian,,83.6,NA,,66,NA,,NA,NA,,Laidmore,,parautochthonous,"1869, 1871",Hector 1874,1874,,,,,
107698,906163,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Capusu,,,,Meszaros 1957,1957,,,,,
107711,906176,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Inucu,Valeni,,,Meszaros 1957,1957,,,,,
107768,906405,Bartonian,Priabonian,41.03,NA,,33.9,NA,,NA,NA,,Rakoczy,,,,Meszaros 1957,1957,,,,,
107837,906749,Thanetian,Ypresian,59.24,NA,,48.07,NA,,NA,NA,,Degari,,,,Mizuno 1970,1970,,,,,
107861,906773,Thanetian,Ypresian,59.24,NA,,48.07,NA,,NA,NA,,Gazij,,,,Mizuno 1970,1970,,,,,
107871,906811,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Ileanda,,,,Meszaros 1957,1957,,,,,
107932,906876,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Mera,,,,Meszaros 1957,1957,,,,,
108076,907196,Lutetian,Bartonian,48.07,NA,,37.71,NA,,NA,NA,,Tainohata,,,,Matsubara et al. 2010,2010,,,,,
108468,913736,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Macarao,,,,Thomas 1972,1972,,,,,
108678,914999,Late Eocene,,37.71,NA,,33.9,NA,,NA,NA,,Nazareth,,,,Thomas 1972,1972,,,,,
108743,915499,Haumurian,,83.6,NA,,66,NA,,NA,NA,,Katiki,,parautochthonous,1983,Cruickshank and Fordyce 2002,2002,,,,,
108829,921259,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Kajlâka,,parautochthonous,,Jagt et al. 2006,2006,,,,,
109096,924749,Mustersan,,48,NA,,42,NA,,NA,NA,,Sarmiento,,,,Miquel and Bellosi 2010,2010,,,,,
109156,929140,Middle Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Melovatka,,parautochthonous,1993,Kurochkin et al. 2006,2006,,,,,
109218,930042,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Walumbilla,,,,Woodward 1884,1884,,,,,
109379,937254,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,Chegan,,,,Saunders et al. 1996,1996,,,,,
109703,946855,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Mendez,,parautochthonous,1923,Müllerried 1931,1931,,,,,
109751,951750,Late Berriasian,,139.1,NA,,137.05,NA,,NA,NA,,Szentivánhegy Limestone,,,,Főzy et al. 2010,2010,,,,,
109758,951837,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Maniyara Fort,Coral Limestone,,2008,Harzhauser et al. 2009,2009,,,,,
109770,951849,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Khari Nadi,,,2008,Harzhauser et al. 2009,2009,,,,,
109783,951998,Early Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Mogyorósdomb Limestone,,,,Főzy et al. 2010,2010,,,,,
109915,952474,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Borgloon,Alden Biesen Sand,,,Marquet et al. 2008,2008,,,,,
110126,953147,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Branden Clay,,,,Schnetler and Palm 2008,2008,,,,,
110186,953210,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Viborg,,,,Schnetler and Palm 2008,2008,,,,,
110480,954949,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Çardak,Kirazl,,,Islamoglus and Hakyemez 2010,2010,,,,,
110487,954957,Rupelian,,33.9,NA,,27.3,NA,,NA,NA,,Hayrettin,,,,Islamoglus and Hakyemez 2010,2010,,,,,
110492,954964,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Tokça,Üçtepeler,,,Islamoglus and Hakyemez 2010,2010,,,,,
110505,956454,Rupelian,Chattian,33.9,NA,,23.04,NA,,NA,NA,,Mortuma,,,,Islamoglu 2008,2008,,,,,
110536,959448,Middle Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Pucisca,Brac Marbles,,,Korbar et al. 2010,2010,,,,,
110540,959459,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Yalaz,,,,Steuber et al. 2009,2009,,,,,
110550,959469,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Terbüzek,,,,Steuber et al. 2009,2009,,,,,
110573,966682,Thanetian,,59.24,NA,,56,NA,,NA,NA,,Lakhra,,,1981,Storrs 1986,1986,,,,,
110578,966986,Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Huitrin,La Tosca ,,,Lazo and Damborenea 2011,2011,,,,,
110599,967902,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Senpohshi,,,,Shigeta et al. 2015,2015,,,,,
110603,968664,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Santibañez del Val,Calizas de Lychnus,parautochthonous,1987-1988,Pol et al. 1992,1992,,,,,
110800,969511,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Sudr Chalk,,,,El Qot 2006,2006,,,,,
110802,969513,Middle Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Galala,,,,El Qot 2006,2006,,,,,
110900,969647,Coniacian,Santonian,89.8,NA,,83.6,NA,,NA,NA,,Themed,,,,El Qot 2006,2006,,,,,
111050,970463,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Densuş-Ciula,Middle,parautochthonous,1996-1998,Csiki et al. 2008,2008,,,,,
111133,971426,Early Albian,,113.2,NA,,110.1,NA,,NA,NA,,Encino,,,,Buitrón-Sánchez and López-Tinajero 1995,1995,,,,,
111238,975245,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Twin Mountains,,,,Stockey and Rothwell 1997,1997,,,,,
111239,975652,Hauterivian,,132.6,NA,,125.77,NA,,NA,NA,,Inagoe,,,,Matsukawa and Fukui 2009,2009,,,,,
111256,975678,Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Taie,,,,Matsukawa and Fukui 2009,2009,,,,,
111272,975696,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Sugizaki,,,,Matsukawa and Fukui 2009,2009,,,,,
111273,975699,Late Aptian,Early Albian,119.57,NA,,110.1,NA,,NA,NA,,Dongmyeong,,,2001,Yun et al. 2004,2004,,,,,
111275,976693,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Birafu,B1,,,Kozai et al. 2006,2006,,,,,
111310,976900,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Back Rio Grande,Lower limestone ,,,Mitchell and Ramsook 2009,2009,,,,,
111351,983519,Late Berriasian,,139.1,NA,,137.05,NA,,NA,NA,,Bückeberg,,parautochthonous,1910,Wegner 1914,1914,,,,,
111352,984179,Hauterivian,Barremian,132.6,NA,,121.4,NA,,NA,NA,,Stony Creek,,,,Stanton 1895,1895,,,,,
111356,986085,Berriasian,,143.1,NA,,137.05,NA,,NA,NA,,Annero,Vitabäck Clays,,,Rees and Evans 2002,2002,,,,,
111359,986890,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Phosphorite Unit,,,1950s,Bardet and Pereda Suberbiola 2002,2002,,,,,
111361,995491,Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,El Piojo,,,,Squires and Saul 2009,2009,,,,,
111364,995494,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Cedar District ,,,,Squires and Saul 2009,2009,,,,,
111365,995495,Barremian,,125.77,NA,,121.4,NA,,NA,NA,,Day Creek ,,,,Squires and Saul 2009,2009,,,,,
111366,995497,Late Campanian,Early Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Gualala,,,,Squires and Saul 2009,2009,,,,,
111373,995515,Late Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Television Sandstone,,,,Squires and Saul 2009,2009,,,,,
111374,996589,Chattian,,27.3,NA,,23.04,NA,,NA,NA,,Tokoro,,,,Sakurai et al. 2008,2008,,,,,
111391,999367,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Dinosaur Beds,,,1930,Migeod 1931,1931,,,,,
111415,1004224,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Eboshi,Arakuchizaki,,,Komatsu and Maeda 2005,2005,,,,,
111424,1004235,Late Albian,,106.3,NA,,100.5,NA,,NA,NA,,Enokuchi,Hokahira,,,Komatsu and Maeda 2005,2005,,,,,
111465,1005027,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Valle,,,1979 - 1980,Saul 1993,1993,,,,,
111512,1008580,Danian,,66,NA,,61.66,NA,,NA,NA,,Stevns Klint,,,,Bjerager et al. 2010,2010,,,,,
111633,1009660,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Karakizaki,,,,Komatsu and Maeda 2005,2005,,,,,
111792,1010489,Santonian,,85.7,NA,,83.6,NA,,NA,NA,,Hawashya,,,,El-Hedeny 2006,2006,,,,,
111800,1011389,Late Turonian,Coniacian,93.9,NA,,85.7,NA,,NA,NA,,Aitym,,,1998,Averianov and Archibald 2003,2003,,,,,
111859,1015377,Bartonian,,41.03,NA,,37.71,NA,,NA,NA,,Promina,,,,Pavlovec 1959,1959,,,,,
112140,1021148,Thanetian,,59.24,NA,,56,NA,,NA,NA,,Sentinel Butte,,,1904-1909,Erickson 1983,1983,,,,,
112145,1026093,Albian,,113.2,NA,,100.5,NA,,NA,NA,,Algodoes,Quiepe,,,Andrade et al. 2004,2004,,,,,
112222,1035353,Early Turonian,,93.9,NA,,89.8,NA,,NA,NA,,Cotinguiba,Sapucari,,1971-1972,Andrade et al. 2004,2004,,,,,
112309,1038396,Middle Albian,,110.1,NA,,106.3,NA,,NA,NA,,Argiles Tegulines de Courcelles,,,,Gale and Matrion 2021,2021,,,,,
112312,1042008,Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Vaca Muerta,,,,Luci 2010,2010,,,,,
112316,1053441,Aptian,Albian,121.4,NA,,100.5,NA,,NA,NA,,Grès supérieurs,,,1938,Hoffett 1936,1936,,,,,
112319,1059237,Campanian,,83.6,NA,,72.2,NA,,NA,NA,,Davutlar,,,,Kennedy et al. 2007,2007,,,,,
112348,1069133,Late Campanian,Early Maastrichtian,83.6,NA,,66,NA,,NA,NA,,Grès à Reptiles,,,Jun-39,Díez Díaz et al. 2012,2012,,,,,
112384,1076752,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Otekaike,,,9 Feburary 1994 and 4-6 January 1995,Gottfried and Fordyce 2001,2001,,,,,
112388,1078331,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Roblecito,,,,Gibson-Smith and Gibson-Smith 2012,2012,,,,,
112396,1078342,Middle Eocene,,48.07,NA,,37.71,NA,,NA,NA,,Paguey,,,,Gibson-Smith and Gibson-Smith 2012,2012,,,,,
112400,1078353,Oligocene,,33.9,NA,,23.04,NA,,NA,NA,,Areo,,,,Gibson-Smith and Gibson-Smith 2012,2012,,,,,
112409,1078367,Priabonian,,37.71,NA,,33.9,NA,,NA,NA,,Santa Rita,,,1929,Gibson-Smith and Gibson-Smith 2012,2012,,,,,
112465,1080648,Late Tithonian,Berriasian,145.06,NA,,137.05,NA,,NA,NA,,Picún Leufú,,,,Leanza et al. 1990,1990,,,,,
112482,1081415,Early Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Horseshoe Canyon,Tolman,parautochthonous,"1910, 1997-2005",Larson et al. 2010,2010,,,,,
112483,1081418,Early Uintan,,45.9,0.1,U/Pb,39.7,NA,,NA,NA,,Elko,,,,Henrici and Haynes 2006,2006,,,,,
112486,1085005,Aptian,,121.4,NA,,113.2,NA,,NA,NA,,Gurvan-Eren,,,,Sinitsa 1986,1986,,,,,
112491,1089581,Lutetian,,48.07,NA,,41.03,NA,,NA,NA,,Continental terminal,,,,Arambourg et al. 1951,1951,,,,,
112494,1092569,Danian,,66,NA,,61.66,NA,,NA,NA,,Faxe,,,,Bandel 2010,2010,,,,,
112498,1093815,Late Valanginian,,137.05,NA,,132.6,NA,,NA,NA,,Rosablanca,,,,Cadena 2011,2011,,,,,
112617,1098480,Neocomian,,143.1,NA,,125.77,NA,,NA,NA,,Lapos,,,,Dragastan 2011,2011,,,,,
112620,1098966,Early Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Nea Nikopolis,,,,Löser 2010,2010,,,,,
113224,1112249,Late Maastrichtian,,72.2,NA,,66,NA,,NA,NA,,Dorotea,,,2007,Otero et al. 2009,2009,,,,,
113227,1112399,Cenomanian,,100.5,NA,,93.9,NA,,NA,NA,,Naur,,,2000,Ahmad and Al-Hammad 2002,2002,,,,,
